id,price,category,subcat,# of bedrooms,# of bathrooms,build size,land size,subdivision,data furnished,latitude,longitude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO6243FF636C1B9PH,5000000,house,townhouse,3,2,90,80,The Penthouse @ Jubilation Enclave North,,121.0895615,14.3355937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO622F04A869A20PH,50000000,house,villas,6,6,90,49000,The Penthouse @ Jubilation Enclave North,40,121.5483434,15.9309329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO6275504DCEDD8PH,6500000,house,single-family-house,4,3,150,338,Manville Royale Subdivision,,122.9389056,10.6262698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO629AE03C0AC39PH,46176525,house,single-family-house,4,5,527,354,Monerrazas Prime ,,123.878669,10.317175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO6130660A53856PH,3910000,house,single-family-house,5,3,100,120,Lessandra Sorsogon,,124.0404452,12.97679654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO62037D432F141PH,7200000,house,single-family-house,4,3,100,81,Royal South,39,120.996723,14.422561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO61EF65656E9E9PH,6700000,house,townhouse,4,3,181,104,Royal South,39,121.186609,14.59242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO6285D5F7F0B0CPH,6403546,house,single-family-house,3,3,122,120,Casa Buena de Pulilan,,120.8650373,14.9099619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO629A079569FF2PH,25000000,house,single-family-house,3,4,249.5,218,Vevera Estates Subdivision,40,123.925415,10.38246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO623C06CB624C1PH,9000000,house,single-family-house,4,5,250,120,PineCity Executive Village,,121.176937,14.571435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO6266627A6D3C4PH,4200000,house,townhouse,2,2,66.5,48,Camella,39,120.987483,14.461456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO6117B399CDE74PH,6300000,house,townhouse,3,3,104,70,Mother Earth Subdivision,39,120.985214,14.438526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO5ED85B42D7937PH,13658000,house,townhouse,3,3,177.58,42.88,MN Residences,,121.0572,14.61777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO5E27AD7376F8EPH,16000000,house,townhouse,4,4,210.85,72.71,Maginoo Residences,39,121.0540917,14.64068673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO6181E8E91F913PH,20000000,house,single-family-house,4,4,272,267,Dizon Estate,,120.70406,15.54915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO625F7FA29F3B0PH,2200000,house,single-family-house,2,1,40.7,80,Northgrove Hills,39,120.9987468,14.8329335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO5F92809BC3B66PH,3440000,house,single-family-house,3,2,99,112.5,Montecelio Residences,,120.644292,15.32336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO61F161B888B4EPH,8800000,house,townhouse,3,2,138,102,Montecelio Residences,39,121.118502,14.613156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO622AA7DA0AF7DPH,49500000,house,townhouse,4,5,390,100,Montecelio Residences,39,121.0468908,14.6011932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO625A693D29352PH,29800000,house,single-family-house,5,4,350,350,Montecelio Residences,39,120.579214,15.13943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO62012E9C27F8FPH,157000000,house,single-family-house,5,5.5,488,547,Ayala Alabang Village,,121.022321,14.405874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO61E5279F7EE52PH,600000000,house,single-family-house,4,4,900,1000,Dasmariñas Village,,121.024909,14.539577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO626CF5EAA5647PH,5876325,house,single-family-house,3,2,82,91.5,Saint Gregory Village Cainta,,121.118502,14.613156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO6228130C8BC47PH,48800000,house,townhouse,4,6,410,200,Saint Gregory Village Cainta,39,121.050318,14.540867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO624456BF00775PH,19000000,house,single-family-house,4,3,300,311,Sun Valley Golf and Residential Estates,,121.210775,14.705728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO627F44A3CFB5CPH,128000000,house,single-family-house,5,5,516,534,Xavierville,40,121.076504,14.640624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO61E117C7065B5PH,36000000,house,single-family-house,5,7,380,792,,39,120.595558,15.15043,,,,,,,,,}],,,,,,,,,,,,,,,,,,,,,,,,,
HO61DAB73EAFB96PH,7500000,house,single-family-house,4,3,160,150,Mirada Dos,,120.6441,15.07516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO609CFBC4C77AAPH,120000000,house,villas,12,12,1200,1000,Loyola Grand Villas - Quezon City,,121.0703242,14.6129577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO6107AE2EE9D5DPH,3808000,house,townhouse,2,2,47,49,Loyola Grand Villas - Quezon City,,120.987483,14.461456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO619F816C0CA69PH,6000000,house,townhouse,3,3,104,80,Moonwalk Village,39,120.996723,14.422561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO6254F86F8B86EPH,9450000,house,single-family-house,4,4,220,280,Moonwalk Village,39,120.6869813,15.4876928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO628316B9746C5PH,9400000,house,single-family-house,2,3,86,140,Private,,120.9670203,14.7515417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO6283B1356FB04PH,55000000,house,villas,6,6,596,455,Woodridge Hills,40,120.291338,14.7274692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO626A4E57925AEPH,9180000,house,townhouse,3,4,139,50.4,Woodridge Hills,39,121.062712,14.636351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO6254F70E28ABEPH,40000000,house,single-family-house,4,6,800,1000,Woodridge Hills,39,120.650926,15.8099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO626F4B7E1122BPH,8000000,house,townhouse,4,3,150,92,Vermont Park Executive Village,,121.141432,14.611857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO61244EAD5608APH,6499444.44,house,single-family-house,4,3,80,96,Grand Monaco La Grandeza,,121.1450118,14.6266901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO6265E1E0EB437PH,21000000,house,single-family-house,4.5,5,275,318,Grand Monaco La Grandeza,39,120.699154,15.661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO615D47547166APH,1730200,house,townhouse,2,1,44,46,Woodtown Residences,,120.950177,14.285456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO6062C06A2C3AFPH,60000000,house,single-family-house,5,6,400,749,Southbay Gardens,,121.0385453,14.4464794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO624F1E60D6BADPH,98000000,house,single-family-house,3,2,200,300,Acropolis Greens,39,121.081903,14.605396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO626A8210016BFPH,24900000,house,single-family-house,4,3,420,300,Geneva Garden Neopolitan VII Subdivision,,121.0532797,14.71884115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO627F4F08C0E2BPH,50103000,house,single-family-house,3,3,264,296,Portofino Heights,,121.0078767,14.4023926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO6292453579F0CPH,4800000,house,single-family-house,3,1,66,70,Celestis,39,121.186609,14.59242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO6248673DCA5EAPH,5300000,house,townhouse,3,3,80,60,Celestis,38,121.141432,14.611857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO627F43565DAE7PH,200000000,house,single-family-house,4,7,580,449,Ayala Hillside Estates,,121.082236,14.665648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO62735F69C0537PH,55000000,house,townhouse,9,9,521,523,Merville Village,38,121.025633,14.499387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO626E5D5C3EF98PH,45329000,house,single-family-house,4,4,374,324,Versailles Village,,121.0078767,14.4023926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO6233100281FFFPH,7020000,house,single-family-house,5,3,100,120,Camella Dos Rios Trails,,121.0721529,14.2220299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO626602894A239PH,4157440,house,single-family-house,3,2,66,120,Grand Tierra 2 Capas,,120.595013,15.34704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO613081BBDB55CPH,17000000,house,single-family-house,4,6,220,169,Grand Tierra 2 Capas,,120.985214,14.438526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO6242BEBBD6497PH,40000000,house,single-family-house,5,4,312.68,162,BRIZLANE RESIDENCES,40,121.053576,14.669878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO629829A088F24PH,36000000,house,single-family-house,3,3,332,150,BRIZLANE RESIDENCES,38,121.06934,14.524033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO62256B387D744PH,95000000,house,townhouse,5,6,800,500,BRIZLANE RESIDENCES,38,121.0306,14.61633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO6191C70B2A134PH,4035600,house,single-family-house,4,3,122.94,112.5,Montecelio Residences,39,120.6444905,15.3271658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO623D2F6F748A8PH,11600000,house,single-family-house,3,2,85,218,Southfield Settings Nuvali,,121.0533622,14.1857173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO6284E645414EEPH,6500000,house,townhouse,4,3,110,75,Southfield Settings Nuvali,,121.10763,14.552296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO62839652AEBFDPH,8000000,house,townhouse,3,3,150,100,Vista verde,,121.1176763,14.5876759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO6245A122114E9PH,7100000,house,single-family-house,4,3,160,223,Greenwoods Executive Village Parkview,39,120.986405,14.282791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO62955D23B758EPH,188000000,house,single-family-house,6,6,900,510,Ayala Heights,,121.082236,14.665648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO6102EE4F2EC1CPH,4915000,house,townhouse,2,2,95,51,Gatchalian,,120.9957576,14.4675605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO624ACFCF88CC6PH,4880000,house,townhouse,4,3,80,64,Crest View Homes Residences,,121.141432,14.611857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO627DBDDFEEBC5PH,4480000,house,townhouse,3,2,136,97,Eminenza III,,121.5934581,14.8283274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO61F6B491857F4PH,17000000,house,single-family-house,4,5,172,264,Sun Valley Estate,,121.254587,14.721661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO6274EA65CFC19PH,2819457,house,townhouse,3,1,61.69,0,Sun Valley Estate,,124.614059,11.63665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO623C10815A00FPH,5000000,house,townhouse,3,3,90,60,Jubilation Enclave,39,121.0803251,14.3311554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO5EFACF97EB330PH,38000000,house,townhouse,4,9,360,125.8,168 Mariposa Residences,,121.052143,14.60929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO62457B5737D72PH,5182936,house,single-family-house,3,2,112.36,80,North Orchard Residence,,120.9683088,14.844514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO62471ACC0B844PH,13429426.75,house,single-family-house,4,3,167,137,Woodway Townhomes 2,39,123.823521,10.24271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO6263D1997D841PH,20000000,house,single-family-house,4,4,255,440,Sun Valley Estate,,121.254587,14.721661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO629846B95B1A4PH,30000000,house,townhouse,5,5,400,150,UP Village,,121.055725,14.644333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO6279FE3338AFBPH,2168000,house,townhouse,1,2,60,50,Azumi Residences 2,,123.287182,9.31182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO6290A089B8D53PH,64000000,house,townhouse,4,4,570,156,Small Horseshoe,39,121.043543,14.613141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO621071C04964EPH,48800000,house,townhouse,4,4,410,200,AFPOVAI,,121.036376,14.517219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO6299B775A7809PH,4800000,house,townhouse,2,2,75,60,AFPOVAI,39,121.141432,14.611857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO62996A94BAD5CPH,12000000,house,townhouse,3,3,230,100,AFPOVAI,39,121.06821,14.702178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO622817C7DFD84PH,95000000,house,single-family-house,4,6,800,500,AFPOVAI,39,121.0306,14.61633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO62996643441EDPH,200000000,house,single-family-house,4,4,600,446,AFPOVAI,39,121.082236,14.665648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO6259482E41497PH,7769400,house,single-family-house,3,3,82,149,The Tropics at Filinvest,,121.1298368,14.60987365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO617248E7F2A26PH,8800000,house,townhouse,3,3,114,25.76,The Tropics at Filinvest,,121.058592,14.627095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO629B0C4E0306EPH,42500000,house,single-family-house,5,5,375,280,BF HOMES,,121.0245799,14.4521766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO629B0A72D51ACPH,41500000,house,single-family-house,5,4,450,340,BF HOMES,,121.0245799,14.4521766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO627CBD3DA2C8DPH,2000000,house,single-family-house,3,2,80,150,Amaia Scapes Capas,40,120.581707,15.3984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO61DBB3D951032PH,38000000,house,single-family-house,1,3,150,1190,Amaia Scapes Capas,40,123.365081,8.577705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO6186317E9B69DPH,11000000,house,single-family-house,5,6,480,500,Amaia Scapes Capas,39,123.35474,8.622495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO61FB730132C80PH,4600000,house,townhouse,3,2,68,84,Malibu by Aldea Premier,,123.8292,10.2402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO62010F8A27B5BPH,12000000,house,single-family-house,5,5,280,160,Greenwoods Executive Village,,121.0977,14.549724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO62847EDCC1E08PH,6500000,house,single-family-house,3,4,130,252,Tala,,122.96134,6.95391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO61FDD2FFD8EA3PH,61440000,house,single-family-house,3,3,250,384,St. Ignatius Village,38,121.072922,14.613347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO620F422BAF35CPH,5275000,house,townhouse,3,2,62,60,Birmingham Metropolis Village III,39,121.101245,14.583952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO6137117262298PH,13000000,house,single-family-house,3,2,200,295,Marcelo Green Village,,121.0391394,14.4761927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO5E6DDAB1853CDPH,5850000,house,townhouse,3,2,105.45,57.6,One Fairview Residences,,121.017024,14.63709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO5F5C2259DF3F6PH,5286500,house,single-family-house,4,3,89,162,One Fairview Residences,39,120.650926,15.8099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO5F9820C9CCDFFPH,3269100,house,single-family-house,3,2,87,132,Solana Frontera,,120.651906,15.150545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO6285BC2476D76PH,1499300,house,townhouse,2,1,40,45,Camia Homes,,120.6466299,14.05505461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO6268FE13C7C45PH,29000000,house,single-family-house,6,5,500,321,BF HOMES,,121.0245799,14.4521766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO611F4BB1B0192PH,240000000,house,single-family-house,4,4,900,720,Ayala Alabang Village,,121.022321,14.405874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO5E1AA9A9079BBPH,11000000,house,single-family-house,3,2,290,12802,Ayala Alabang Village,,123.396746,8.536885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO616ADBBC08016PH,6500000,house,townhouse,3,3,110,80,Ayala Alabang Village,39,121.0999037,14.452485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO623820391B612PH,17000000,house,single-family-house,4,3,300,357,Marcelo Green Village,,121.04211,14.469863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO5EBBFB5729AA3PH,75000000,house,villas,22,3,990,321,Marcelo Green Village,,121.93679,11.94853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP5FAD2C07B411CPH,4000000,house,townhouse,2,2,100,56,BF Resort Village,,120.985214,14.438526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO614EC421175BAPH,7872000,house,single-family-house,3,3,128,96,BF Resort Village,39,121.0080137,14.417168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO6128AAEAA27DFPH,3700000,house,townhouse,2,2,58,50,The Bellecourt,,121.10166,14.294425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO6040C21133C8EPH,95000000,house,single-family-house,6,6,562,0,Blue Ridge A Subdivision,,121.07328,14.618791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO623C5CFB93944PH,13200000,house,single-family-house,3,3,210,155,Amici,,120.9777822,14.3981207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO6195F4C5D3D0DPH,13700000,house,single-family-house,4,4,200,195,Amici,39,121.141432,14.611857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO625A57309E74DPH,65000000,house,single-family-house,4,4,340,200,St. Ignatius Village Q.C.,39,121.072922,14.613347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO62271920B59C8PH,8000000,house,single-family-house,3,2,100,112,Amici Subdivision,39,120.9777822,14.3981207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO6076A88FEACB2PH,16500000,house,townhouse,3,3,162,0,Brentville International Community,,121.0810444,14.2923053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO5DB6BCB7BFF7DPH,280000000,house,single-family-house,5,5,800,716,Ayala Alabang Village,,121.022321,14.405874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO627CA2088DC85PH,18000000,house,single-family-house,3,4,220,288,BF Homes Parañaque,,121.0245799,14.4521766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO62512D9D10A2APH,5700000,house,single-family-house,3,3,80,104,Amaia Scapes Bulacan,,120.955,14.8439116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO62721ADE1708CPH,5100000,house,single-family-house,3,3,75,126,Private Owned,39,121.141432,14.611857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO607695D9C3180PH,8000000,house,single-family-house,2,3,280,150,Park Place Village - Cavite,39,120.934575,14.3911253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO626F7FD4AEA05PH,3700000,house,single-family-house,4,2,75,100,Aspire Prime Residences,,120.650926,15.8099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO611A0E64876F9PH,10500000,house,single-family-house,4,3,260,169,Antipolo Valley Subdivision,,121.157573,14.58843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO61F1DEF414225PH,18795600,house,single-family-house,4,3,133,102,Ridges in Banawa,,123.8806862,10.3136942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO60A70E477BED4PH,7150000,house,single-family-house,3,3,100,120,Ridges in Banawa,,121.036376,14.398367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO5B97A5FCE2960PH,4800000,house,townhouse,3,2,105,60,Ridges in Banawa,39,121.195159,14.576725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO627E1733A1937PH,4677840,house,single-family-house,2,2,61,71,Ridges in Banawa,39,121.171092,14.644339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO603F170A89EB9PH,7500000,house,single-family-house,3,3,93,155,Fatima subdivision,,120.9997847,14.4371254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO615C72C02F7DFPH,11500000,house,townhouse,4,4,185,78.45,Fatima subdivision,,121.042788,14.6820013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO61E248025FEA5PH,19500000,house,townhouse,2,1,180,0,Regency Townhomes,,121.0722505,14.63857975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO615C694D2F342PH,8500000,house,townhouse,3,3,126.95,42,Don Antonio Heights,,121.082236,14.696697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO6180D4CE918F8PH,2044000,house,townhouse,3,3,51,50,Don Antonio Heights,,120.90839,14.251345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO6169113A4386BPH,68500000,house,single-family-house,7,7,900,630,Tahanan Village,,121.0245799,14.4521766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO60E2B981E27F1PH,4500000,house,townhouse,3,3,89,50,THE NEST HORIZON,,121.17485,14.5841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NO728HO88VVJINTRESPH,5905104,house,single-family-house,4,3,136,162,Solana Casa Real,,120.698762,15.6291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO627C9DA132A16PH,15000000,house,townhouse,3,3,170,140,BF Homes Parañaque,,121.0245799,14.4521766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO6062BD3190F90PH,12000000,house,townhouse,2,3,250,68,BF Homes Parañaque,,121.049276,14.643342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO622EBFBBC5FD2PH,1935600,house,townhouse,3,1,40,40,Lancaster New City,39,120.896613,14.37318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO625392DF739E9PH,4055000,house,townhouse,2,2,50,64,Lancaster New City,39,121.118502,14.613156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO622AD31F0C183PH,28000000,house,single-family-house,5,5,530,496,Lancaster New City,39,121.17485,14.5841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO5D366BAAA36E5PH,27325595,house,single-family-house,4,3,185,109,Lancaster New City,39,121.07786,14.66399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO6271E27264736PH,5271750,house,townhouse,3,2,87,51,Masinag Townhomes 2,39,121.171092,14.644339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO6279F64880107PH,5100000,house,single-family-house,3,2,75,126,Bankers Village,,121.17485,14.5841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO6049C5A983BC4PH,25000000,house,single-family-house,5,5,307,240,Filinvest 2 Subdivision,,121.1037316,14.6947849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO61E64F58DB4CEPH,13000000,house,single-family-house,4,3,160,141,Ponticelli Hills,39,120.9777822,14.3981207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO628AEB0E142D3PH,5000000,house,single-family-house,3,2,90,155,Avida Settings Cavite,,120.9943658,14.3810075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO615C748303C11PH,13600000,house,townhouse,4,4,172,72,Teachers Village,,121.0528,14.6462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO6261702657B2FPH,4200000,house,single-family-house,3,2,60,80,Amaia Scapes Bulacan,,120.955,14.8439116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO622EDCD2B3970PH,25000000,house,single-family-house,4,2,180,300,Amaia Scapes Bulacan,,121.052143,14.627397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO60AD114D5A802PH,23000000,house,townhouse,4,4,270,101.25,Teachers Village,,121.0593706,14.6441997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO6280651988B7CPH,5785800,house,single-family-house,2,2,53,88,Camella Davao,,125.6399418,7.144029319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO61B2E653C3ACEPH,20500000,house,single-family-house,4,5,280,240,Pulu-Amsic Subdivision,,120.595558,15.15043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO628750321AF0BPH,40000000,house,single-family-house,5,5,500,465,BF Homes Parañaque,,121.0245799,14.4521766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO628B950102800PH,3510142,house,townhouse,2,1,40,102,BF Homes Parañaque,,121.113605,14.191945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO602D4D58E2F58PH,27500000,house,townhouse,3,3,268.64,100,BF Homes Parañaque,,121.054782,14.631811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO60ADFD0F7110APH,24500000,house,townhouse,6,6,330,122.15,BF Homes Parañaque,40,121.082236,14.696697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO6281C8253CDA6PH,44800000,house,townhouse,4,4,319,79,BF Homes Parañaque,38,120.993855,14.585454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO6280609E982C7PH,6744495,house,single-family-house,3,2,66,88,Camella Cerritos Mintal,,125.5105696,7.085454499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO60D005AE672CBPH,35000000,house,single-family-house,5,3,334.75,311,Versailles Village,,121.0078767,14.4023926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO6253FC70707D8PH,35000000,house,single-family-house,5,5,600,652,Filinvest East Homes,,121.118502,14.613156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
